pair,fiveyear,totGMIs,rank
"US-KE","2001-05",1,586
"US-KE","2006-10",3,410
"US-KE","2011-15",2,564
"US-KR","1986-90",73,17
"US-KR","1991-95",287,8
"US-KR","1996-00",646,8
"US-KR","2001-05",2073,6
"US-KR","2006-10",3603,6
"US-KR","2011-15",6859,3
"US-KW","1991-95",3,208
"US-KW","2006-10",3,384
"US-KW","2011-15",3,459
"US-KY","1986-90",1,223
"US-KY","1991-95",2,263
"US-KY","1996-00",2,353
"US-KY","2001-05",5,261
"US-KY","2006-10",3,378
"US-KY","2011-15",28,148
"US-KZ","2011-15",1,740
"US-LB","1996-00",7,196
"US-LB","2001-05",3,324
"US-LB","2006-10",7,262
"US-LB","2011-15",8,302
"US-LI","1986-90",3,156
"US-LI","1991-95",2,242
"US-LI","1996-00",1,502
"US-LI","2011-15",1,738
"US-LK","2006-10",3,396
"US-LK","2011-15",2,587
"US-LT","1991-95",1,288
"US-LT","1996-00",1,517
"US-LT","2001-05",1,504
"US-LU","1986-90",8,81
"US-LU","1991-95",8,116
"US-LU","1996-00",9,166
"US-LU","2001-05",18,133
"US-LU","2006-10",19,157
"US-LU","2011-15",20,178
"US-LV","1996-00",1,525
"US-LV","2006-10",1,635
"US-LV","2011-15",2,560
"US-MC","1986-90",2,160
"US-MC","2001-05",3,339
"US-MC","2006-10",3,400
"US-MT","2006-10",3,364
"US-MT","2011-15",2,528
"US-MX","1986-90",9,71
"US-MX","1991-95",29,47
"US-MX","1996-00",37,68
"US-MX","2001-05",59,62
"US-MX","2006-10",43,101
"US-MX","2011-15",65,96
"US-MY","1986-90",2,192
"US-MY","1991-95",5,144
"US-MY","1996-00",25,83
"US-MY","2001-05",51,72
"US-MY","2006-10",78,71
"US-MY","2011-15",76,84
"US-NG","1991-95",1,269
"US-NG","1996-00",2,354
"US-NG","2001-05",1,501
"US-NG","2011-15",2,521
"US-NL","1986-90",132,10
"US-NL","1991-95",182,13
"US-NL","1996-00",261,18
"US-NL","2001-05",364,18
"US-NL","2006-10",440,22
"US-NL","2011-15",820,20
"US-NO","1986-90",14,55
"US-NO","1991-95",17,67
"US-NO","1996-00",62,49
"US-NO","2001-05",51,71
"US-NO","2006-10",124,54
"US-NO","2011-15",131,61
"US-NZ","1986-90",16,49
"US-NZ","1991-95",28,49
"US-NZ","1996-00",72,45
"US-NZ","2001-05",148,41
"US-NZ","2006-10",164,49
"US-NZ","2011-15",225,44
"US-OM","1996-00",1,426
"US-OM","2001-05",11,169
"US-OM","2006-10",6,287
"US-OM","2011-15",3,490
"US-PE","1986-90",1,312
"US-PH","1986-90",1,227
"US-PH","1991-95",6,128
"US-PH","1996-00",11,140
"US-PH","2001-05",18,129
"US-PH","2006-10",12,196
"US-PH","2011-15",27,149
"US-PK","1996-00",4,245
"US-PK","2001-05",6,237
"US-PK","2006-10",7,264
"US-PK","2011-15",10,274
"US-PL","1986-90",7,85
"US-PL","1991-95",6,126
"US-PL","1996-00",19,97
"US-PL","2001-05",14,153
"US-PL","2006-10",24,141
"US-PL","2011-15",54,104
"US-PT","1986-90",1,245
"US-PT","1991-95",2,261
"US-PT","1996-00",3,282
"US-PT","2001-05",7,221
"US-PT","2006-10",11,202
"US-PT","2011-15",18,194
"US-QA","2006-10",4,354
"US-QA","2011-15",12,242
"US-RO","1991-95",1,309
"US-RO","1996-00",2,293
"US-RO","2001-05",9,198
"US-RO","2006-10",10,214
"US-RO","2011-15",10,273
"US-RS","1986-90",7,84
"US-RS","1991-95",3,199
"US-RS","1996-00",1,534
"US-RS","2006-10",11,208
"US-RS","2011-15",17,201
"US-RU","1986-90",9,72
"US-RU","1991-95",28,48
"US-RU","1996-00",99,38
"US-RU","2001-05",113,46
"US-RU","2006-10",103,58
"US-RU","2011-15",177,51
"US-SA","1986-90",4,127
"US-SA","1991-95",3,206
"US-SA","1996-00",11,147
"US-SA","2001-05",30,99
"US-SA","2006-10",60,83
"US-SA","2011-15",170,54
"US-SC","1986-90",5,96
"US-SC","1991-95",2,256
"US-SC","1996-00",4,239
"US-SC","2001-05",4,297
"US-SC","2006-10",2,474
"US-SC","2011-15",1,613
"US-SE","1986-90",57,22
"US-SE","1991-95",156,14
"US-SE","1996-00",421,13
"US-SE","2001-05",324,21
"US-SE","2006-10",438,23
"US-SE","2011-15",659,24
"US-SG","1986-90",12,60
"US-SG","1991-95",56,33
"US-SG","1996-00",274,17
"US-SG","2001-05",642,13
"US-SG","2006-10",757,16
"US-SG","2011-15",1122,14
"US-SI","1986-90",1,299
"US-SI","1991-95",2,221
"US-SI","1996-00",2,319
"US-SI","2006-10",2,413
"US-SI","2011-15",7,321
"US-SK","2006-10",2,418
"US-SK","2011-15",5,377
"US-TH","1986-90",2,177
"US-TH","1991-95",9,100
"US-TH","1996-00",16,114
"US-TH","2001-05",17,137
"US-TH","2006-10",30,128
"US-TH","2011-15",68,92
"US-TN","1991-95",3,182
"US-TN","2001-05",1,588
"US-TN","2011-15",3,437
"US-TR","1986-90",3,138
"US-TR","1991-95",2,245
"US-TR","1996-00",9,163
"US-TR","2001-05",42,83
"US-TR","2006-10",65,80
"US-TR","2011-15",104,72
"US-TW","1986-90",44,26
"US-TW","1991-95",249,11
"US-TW","1996-00",850,5
"US-TW","2001-05",1823,7
"US-TW","2006-10",2402,8
"US-TW","2011-15",3630,8
"US-UA","1996-00",5,230
"US-UA","2001-05",7,212
"US-UA","2006-10",5,295
"US-UA","2011-15",13,230
"US-US","1986-90",0,366
"US-US","1991-95",0,451
"US-US","1996-00",0,590
"US-US","2001-05",0,679
"US-US","2006-10",0,814
"US-US","2011-15",0,884
"UY-IE","2006-10",1,680
"UY-US","2001-05",1,433
"UY-US","2006-10",3,393
"UY-US","2011-15",3,460
"UY-UY","1986-90",0,322
"UY-UY","1991-95",0,453
"UY-UY","2001-05",0,610
"UY-UY","2006-10",0,747
"UY-UY","2011-15",0,889
"VA-IT","2001-05",1,511
"VA-US","1986-90",1,293
"VA-US","1996-00",1,505
"VA-US","2011-15",1,762
"VE-AT","2006-10",1,726
"VE-BE","1996-00",1,516
"VE-BE","2001-05",1,466
"VE-BE","2006-10",1,558
"VE-BR","1996-00",1,507
"VE-BR","2001-05",2,426
"VE-BR","2006-10",4,350
"VE-BR","2011-15",1,820
"VE-CA","1996-00",3,260
"VE-CA","2006-10",2,442
"VE-CA","2011-15",3,491
"VE-DE","1986-90",3,150
"VE-DE","1996-00",2,335
"VE-DE","2006-10",1,713
"VE-ES","1996-00",1,492
"VE-ES","2006-10",1,696
"VE-ES","2011-15",1,719
"VE-FR","2006-10",1,683
"VE-GB","1996-00",1,407
"VE-GB","2001-05",1,498
"VE-GB","2006-10",1,623
"VE-GB","2011-15",1,712
"VE-IT","1991-95",1,292
"VE-IT","1996-00",1,498
"VE-IT","2001-05",1,572
"VE-JP","1991-95",1,285
"VE-JP","1996-00",1,509
"VE-MX","1996-00",2,313
"VE-MX","2001-05",2,392
"VE-MX","2006-10",1,727
"VE-MX","2011-15",2,543
"VE-NL","2011-15",1,741
"VE-SA","2001-05",1,599
"VE-US","1986-90",4,113
"VE-US","1991-95",9,101
"VE-US","1996-00",17,106
"VE-US","2001-05",13,156
"VE-US","2006-10",28,132
"VE-US","2011-15",12,237
"VE-VE","1986-90",0,361
"VE-VE","1991-95",0,442
"VE-VE","1996-00",0,547
"VE-VE","2001-05",0,685
"VE-VE","2006-10",0,817
"VE-VE","2011-15",0,825
"VG-CN","2006-10",1,731
"VG-GB","1986-90",1,268
"VG-GB","2001-05",3,341
"VG-HK","1996-00",2,349
"VG-TW","1996-00",1,418
"VG-TW","2011-15",2,554
"VG-US","1991-95",1,326
"VG-US","2001-05",1,600
"VG-US","2006-10",1,687
"VN-AU","2011-15",1,620
"VN-CA","2006-10",5,301
"VN-CA","2011-15",2,556
"VN-CH","2006-10",1,742
"VN-CH","2011-15",1,772
"VN-DK","2006-10",2,427
"VN-FR","1986-90",1,219
"VN-FR","2001-05",1,581
"VN-GB","2011-15",2,502
"VN-JP","2006-10",1,594
"VN-JP","2011-15",2,532
"VN-SA","2006-10",1,607
"VN-SG","2011-15",1,803
"VN-US","2006-10",6,293
"VN-US","2011-15",18,196
"VN-VE","2001-05",1,598
"VN-VN","1996-00",0,554
"VN-VN","2006-10",0,798
"VN-VN","2011-15",0,827
"VU-US","2011-15",1,791
"WA-CA","1996-00",1,487
"WA-CH","1991-95",1,297
"WA-GB","1986-90",3,132
"WA-GB","1991-95",1,324
"WA-GB","1996-00",1,526
"WA-GB","2001-05",1,595
"WA-GB","2006-10",4,355
"WA-JP","2011-15",1,673
"WA-US","1986-90",4,128
"WA-US","1991-95",1,384
"WA-US","2001-05",1,577
"WA-US","2011-15",1,821
"WF-US","1991-95",1,344
"WF-US","2006-10",2,516
"WI-US","1986-90",4,122
"WI-US","1991-95",4,155
"WI-US","2011-15",2,537
"YE-SA","2011-15",1,706
"ZA-AR","1996-00",1,446
"ZA-AT","1986-90",1,235
"ZA-AT","2001-05",3,312
"ZA-AT","2006-10",1,720
"ZA-AT","2011-15",1,619
"ZA-AU","1986-90",2,180
"ZA-AU","1991-95",2,262
"ZA-AU","1996-00",6,200
"ZA-AU","2001-05",3,334
"ZA-AU","2006-10",5,323
"ZA-AU","2011-15",3,488
"ZA-BE","1996-00",1,532
"ZA-BE","2001-05",4,276
"ZA-BE","2006-10",1,718
"ZA-BE","2011-15",2,520
"ZA-BR","2006-10",1,624
"ZA-BS","1991-95",1,373
"ZA-CA","1986-90",3,151
"ZA-CA","1991-95",7,120
"ZA-CA","1996-00",3,256
"ZA-CA","2001-05",4,299
"ZA-CA","2006-10",8,244
"ZA-CA","2011-15",1,650
"ZA-CH","1986-90",1,265
"ZA-CH","1996-00",2,351
"ZA-CL","2006-10",1,719
"ZA-CL","2011-15",1,677
"ZA-CN","1996-00",2,308
"ZA-CN","2001-05",2,358
"ZA-CN","2006-10",5,325
"ZA-CN","2011-15",6,355
"ZA-DE","1986-90",10,70
"ZA-DE","1991-95",14,78
"ZA-DE","1996-00",16,113
"ZA-DE","2001-05",2,400
"ZA-DE","2006-10",9,233
"ZA-DE","2011-15",15,214
"ZA-FI","1991-95",1,377
"ZA-FR","1991-95",1,376
"ZA-FR","1996-00",1,499
"ZA-FR","2011-15",4,382
"ZA-GB","1986-90",12,58
"ZA-GB","1991-95",12,89
"ZA-GB","1996-00",16,111
"ZA-GB","2001-05",9,197
"ZA-GB","2006-10",11,199
"ZA-GB","2011-15",32,133
"ZA-HK","1996-00",1,533
"ZA-HK","2001-05",1,516
"ZA-IE","1986-90",1,251
"ZA-IL","1986-90",2,188
"ZA-IL","2001-05",1,487
"ZA-IL","2011-15",2,581
"ZA-IN","2006-10",3,409
"ZA-IN","2011-15",7,316
"ZA-IT","1986-90",2,178
"ZA-JP","1986-90",1,225
"ZA-JP","2001-05",1,438
"ZA-JP","2006-10",1,685
"ZA-JP","2011-15",1,651
"ZA-NL","1986-90",2,172
"ZA-NL","1996-00",8,177
"ZA-NL","2001-05",4,283
"ZA-NL","2006-10",1,553
"ZA-NZ","2006-10",1,649
"ZA-PL","2006-10",1,529
"ZA-PL","2011-15",4,411
"ZA-SA","1996-00",3,255
"ZA-SA","2001-05",2,360
"ZA-SA","2006-10",2,429
"ZA-SA","2011-15",4,397
"ZA-US","1986-90",22,43
"ZA-US","1991-95",24,55
"ZA-US","1996-00",41,63
"ZA-US","2001-05",50,73
"ZA-US","2006-10",58,84
"ZA-US","2011-15",120,66
"ZA-ZA","1986-90",0,319
"ZA-ZA","1991-95",0,449
"ZA-ZA","1996-00",0,555
"ZA-ZA","2001-05",0,640
"ZA-ZA","2006-10",0,785
"ZA-ZA","2011-15",0,887
"ZM-JP","1991-95",1,386
"ZW-GB","2006-10",1,736
"ZW-US","1996-00",1,474
"ZW-US","2011-15",2,580
